textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),clean_text,predict_sentiment
85d421f476," ooh i know it, i can hold your hand","ooh i know it, i can hold your hand",neutral,night,70-100,Maldives,540544,300.0,1802,ooh i know it i can hold your hand,Positive
291e485b3b,going down the post office to try and sort this whole ebay hacker thing,whole ebay hacker th,negative,morning,0-20,Mali,20250833,1220190.0,17,going down the post office to try and sort this whole ebay hacker thing,Neutral
f573cc7b8b,I thought when u go #2 your tummy is supposed to feel better not worse,I thought when u go #2 your tummy is supposed to feel better not worse,neutral,noon,21-30,Malta,441543,320.0,1380,i thought when u go  your tummy is supposed to feel better not worse,Positive
0e28857f4b,"http://twitpic.com/675t7 - Square B - she is sad because she wasn`t there and now she`s, well, square  (crocheted bee with poly fibe ...",she is sad,negative,night,31-45,Marshall Islands,59190,180.0,329,square b  she is sad because she wasnt there and now shes well square  crocheted bee with poly fibe,Negative
d0572e64f5,Getting a pedicure. I love these. My massage did not include a leg/arm/foot massage today.,Getting a pedicure. I love these. My massage did not include a leg/arm/foot massage today.,neutral,morning,46-60,Mauritania,4649658,1030700.0,5,getting a pedicure i love these my massage did not include a legarmfoot massage today,Positive
30634daa75,My brain hurts,hurts,negative,noon,60-70,Mauritius,1271768,2030.0,626,my brain hurts,Negative
623c5653ff,good night fellow Twitterati. back to work tomorrow,good night,positive,night,70-100,Mexico,128932753,1943950.0,66,good night fellow twitterati back to work tomorrow,Positive
77598684ac,"i was awake 7 hours ago, should have checked twitter","i was awake 7 hours ago, should have checked twitter",neutral,morning,0-20,Micronesia,115023,700.0,164,i was awake  hours ago should have checked twitter,Neutral
537c2a7ee6,Just want to wish everyond a Happy Mother`s Day. Hope it`s a great one!,wish everyond a Happy Mother`s Day. Hope it`s a great one!,positive,noon,21-30,Moldova,4033963,32850.0,123,just want to wish everyond a happy mothers day hope its a great one,Positive
6842771f9d,"Dagnamit, latest power twitter update is pants - no clickable links","Dagnamit, latest power twitter update is pants - no clickable links",neutral,night,31-45,Monaco,39242,1.0,26337,dagnamit latest power twitter update is pants  no clickable links,Negative
45665a805b,I smashed my pinky in julia`s car door... **** my life...,**** my life...,negative,morning,46-60,Mongolia,3278290,1553560.0,2,i smashed my pinky in julias car door  my life,Neutral
802a61618c,new neighbors are moving in.... off to give my brazil presentation that i shouldve given on wed!!! but some people went overtime,new neighbors are moving in.... off to give my brazil presentation that i shouldve given on wed!!! but some people went overtime,neutral,noon,60-70,Montenegro,628066,13450.0,47,new neighbors are moving in off to give my brazil presentation that i shouldve given on wed but some people went overtime,Neutral
5dae78c746,Chilling at home,Chilling at home,positive,night,70-100,Morocco,36910560,446300.0,83,chilling at home,Neutral
81688f3ec0,Off work,Off work,neutral,morning,0-20,Mozambique,31255435,786380.0,40,off work,Neutral
783ebadc5a," You are clearly very busy  Take care of yourself, and I am sure you will be fine; takes one to know one ;)",nd I am sure you will be fine,positive,noon,21-30,Myanmar (formerly Burma),54409800,653290.0,83,you are clearly very busy  take care of yourself and i am sure you will be fine takes one to know one,Positive
dc99f59bb2,Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb,Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #f,neutral,night,31-45,Namibia,2540905,823000.0,3,went to di bella coffee roasters today and asked for a job   the person i needed to speak to is on holiday  fb,Positive
8fab307adc, I trailed the streets of Sheffield and couldn`t find the pub!  And all the numbers I had were landlines. How goes it?,I trailed the streets of Sheffield and couldn`t find the pub!  And all the numbers I had were landlines. How goes,neutral,morning,46-60,Nauru,10824,20.0,541,i trailed the streets of sheffield and couldnt find the pub  and all the numbers i had were landlines how goes it,Neutral
8e917d2a5f,dedicating the next 2 hours to cleaning the house,dedicating the next 2 hours to cleaning the house,neutral,noon,60-70,Nepal,29136808,143350.0,203,dedicating the next  hours to cleaning the house,Neutral
e7898899a3, Sunday and Mother`s day!,Sunday and Mother`s day!,neutral,night,70-100,Netherlands,17134872,33720.0,508,sunday and mothers day,Neutral
4300c847a9,http://bit.ly/s7hQe   Translate XMind to your language.,Translate XMind to your language.,neutral,morning,0-20,New Zealand,4822233,263310.0,18,translate xmind to your language,Neutral
36c6258c2a,Happy Mothers Day,Happy Mothers Day,positive,noon,21-30,Nicaragua,6624554,120340.0,55,happy mothers day,Positive
2f18006711," Happy Mothersday btw! Look at the bright side, you can chill all day today","Happy Mothersday btw! Look at the bright side, you can chill all day today",positive,night,31-45,Niger,24206644,1266700.0,19,happy mothersday btw look at the bright side you can chill all day today,Positive
fe7cebe268,Bored... Some vector ****... Off to work after this class..,Bored..,negative,morning,46-60,Nigeria,206139589,910770.0,226,bored some vector  off to work after this class,Negative
c70799b526,Having Fever  dont feel to work,Having Fever  dont feel to work,negative,noon,60-70,North Korea,25778816,120410.0,214,having fever  dont feel to work,Neutral
1b0aa6e456,i finished all my work!,i finished all my work!,neutral,night,70-100,North Macedonia,2083374,25220.0,83,i finished all my work,Neutral
8a6f37f7a4," No this is not redirects, this is just updating posts on our website massage.dk .. next item => publish, next item => pulish","No this is not redirects, this is just updating posts on our website massage.dk .. next item => publish, next item => pulish",neutral,morning,0-20,Norway,5421241,365000.0,15,no this is not redirects this is just updating posts on our website massagedk  next item  publish next item  pulish,Negative
faae9fbb71, We were so busy I didn`t even get to talk with you!!  Please tell me you got your lipstick?!,We were so busy I didn`t even get to talk with you!,neutral,noon,21-30,Oman,5106626,309500.0,16,we were so busy i didnt even get to talk with you  please tell me you got your lipstick,Positive
d778d2e35a, It`s called a RipStick.  When I had a job I sold a lot of those...,It`s called a RipStick.  When I had a job I sold a lot of those...,neutral,night,31-45,Pakistan,220892340,770880.0,287,its called a ripstick  when i had a job i sold a lot of those,Neutral
2aa19bfc66, Sorry to hear.,Sorry to hear.,negative,morning,46-60,Palau,18094,460.0,39,sorry to hear,Negative
fff17f71fe," Hey boys, do you wanna see my teeth? (**** it, twitter donÃ¯Â¿Â½t wanna change my picture)","Hey boys, do you wanna see my teeth?",neutral,noon,60-70,Palestine State,5101414,6020.0,847,hey boys do you wanna see my teeth  it twitter dont wanna change my picture,Neutral
656e8ce767," *hugs* me not sad really, me just messing",sad,negative,night,70-100,Panama,4314767,74340.0,58,hugs me not sad really me just messing,Positive
3ef77b3fa0, in the sun and changing my default icon just for you  what`re your plans?,in the sun and changing my default icon just for you  what`re your plans?,neutral,morning,0-20,Papua New Guinea,8947024,452860.0,20,in the sun and changing my default icon just for you  whatre your plans,Neutral
c7e662cb7c, do you have a password for the San Diego show? Mine is not working,do you have a password for the San Diego show? Mine is not working,neutral,noon,21-30,Paraguay,7132538,397300.0,18,do you have a password for the san diego show mine is not working,Neutral
ddd8630279,finished watching the movie `mirrors`. I liked it but it really didnt do anything for me  5 out of ten i give it   // cool http://g ...,liked,positive,night,31-45,Peru,32971854,1280000.0,26,finished watching the movie mirrors i liked it but it really didnt do anything for me   out of ten i give it    cool,Positive
05db4b1642,"_haze aww I^m sorry that Ray Wise has appeared on the show yet   , I watch  everyday except for Friday its a best of AOTS.","_haze aww I^m sorry that Ray Wise has appeared on the show yet   , I watch  everyday except for Friday its a best of AOTS.",neutral,morning,46-60,Philippines,109581078,298170.0,368,haze aww im sorry that ray wise has appeared on the show yet    i watch  everyday except for friday its a best of aots,Positive
1b1bb60772," they are, aren`t they.","they are, aren`t they.",neutral,noon,60-70,Poland,37846611,306000.0,124,they are arent they,Neutral
17b01c6aff,"I looove guitars, and playing them. I think they sound magnificent. If only i was better... If only","I looove guitars, and playing them. I think they sound magnificent.",positive,night,70-100,Portugal,10196709,91590.0,111,i looove guitars and playing them i think they sound magnificent if only i was better if only,Positive
ebba593312,Poor little MBA is on fire again,Poor little MBA,negative,morning,0-20,Qatar,2881053,11610.0,248,poor little mba is on fire again,Negative
dbc8ab6a8c, g`mornin,g`mornin,positive,noon,21-30,Romania,19237691,230170.0,84,gmornin,Neutral
d64f91e901,My mind automatically wakes up at 7. Huge fail -- it`s SUMMER!  Good morning nonetheless. Gonna get ready for work now.,Huge fail -- it`s SUMMER!,negative,night,31-45,Russia,145934462,16376870.0,9,my mind automatically wakes up at  huge fail  its summer  good morning nonetheless gonna get ready for work now,Positive
1947667b00,I gotta do my assignments tomorrow  OMG mackillop has swine,OMG mackillop has swine,negative,morning,46-60,Rwanda,12952218,24670.0,525,i gotta do my assignments tomorrow  omg mackillop has swine,Neutral
708e67409c,_BHB I went to that concert and I remember Derek and Mark were hosting! I miss seeing BHB  at the grove.,miss se,negative,noon,60-70,Saint Kitts and Nevis,53199,260.0,205,bhb i went to that concert and i remember derek and mark were hosting i miss seeing bhb  at the grove,Negative
8aaa99ca44, it`s been hectiv runny around after the women but goof  just making them both a surprise now,it`s been hectiv runny around after the women but goof  just making them both a surprise now,neutral,night,70-100,Saint Lucia,183627,610.0,301,its been hectiv runny around after the women but goof  just making them both a surprise now,Positive
a4584edcda,"Monday mornin`, back to work today. Good thing I live my job.",Good thing I live my job.,positive,morning,0-20,Saint Vincent and the Grenadines,110940,390.0,284,monday mornin back to work today good thing i live my job,Positive
5a1e5a4cc8,"throat is reallyyyyy sore , i can barely talk",sore,negative,noon,21-30,Samoa,198414,2830.0,70,throat is reallyyyyy sore  i can barely talk,Negative
9aaaea12c7,"This is my new College project, i just wanted to share it  Hey Mr Bartender - College Project http://bit.ly/Ba3Nf","This is my new College project, i just wanted to share it  Hey Mr Bartender - College Project http://bit.ly/Ba3Nf",neutral,night,31-45,San Marino,33931,60.0,566,this is my new college project i just wanted to share it  hey mr bartender  college project,Positive
a7ee4373a6,Ugggh. Its so nice out! I don`t want to be working with back-up dancers.,Ugggh. Its so nice out! I don`t want to be working with back-up dancers.,neutral,morning,46-60,Sao Tome and Principe,219159,960.0,228,ugggh its so nice out i dont want to be working with backup dancers,Positive
3fd6003d6b, did u try taco n mac n cheese pizza???? I`m so cravin it right now BUT all the good food makes me sick,BUT all the good food makes me sick,neutral,noon,60-70,Saudi Arabia,34813871,2149690.0,16,did u try taco n mac n cheese pizza im so cravin it right now but all the good food makes me sick,Negative
bdabd36e3d,ping pong tomorrow,ping pong tomorrow,neutral,night,70-100,Senegal,16743927,192530.0,87,ping pong tomorrow,Neutral
7bbe48fae4,mum`s day - ended up being happy  not that it`s my day or anything....,ended up being happy,positive,morning,0-20,Serbia,8737371,87460.0,100,mums day  ended up being happy  not that its my day or anything,Positive
acc906b912, haha check out our site its got some good ones too,good,positive,noon,21-30,Seychelles,98347,460.0,214,haha check out our site its got some good ones too,Positive
51f56b81d6," Sounds like the very best sort of work then! Jenni seems lovely,so nice to hear that she is when meeting `in the flesh` too!",best,positive,night,31-45,Sierra Leone,7976983,72180.0,111,sounds like the very best sort of work then jenni seems lovelyso nice to hear that she is when meeting in the flesh too,Positive
7ea27fbf66,gettin ready for school my new converse come in today!,gettin ready for school my new converse come in today!,neutral,morning,46-60,Singapore,5850342,700.0,8358,gettin ready for school my new converse come in today,Positive
6b2cb720c4,With my baby drinking. God I love her,love,positive,noon,60-70,Slovakia,5459642,48088.0,114,with my baby drinking god i love her,Positive
672f87886f,the sun burned me today....my arms look angry  Party tonight tho babes! woop!,sun burned me,negative,night,70-100,Slovenia,2078938,20140.0,103,the sun burned me todaymy arms look angry  party tonight tho babes woop,Negative
fdad0d0181,_Nicole wow you are lucky  happy birthday!,wow you are lucky,positive,morning,0-20,Solomon Islands,686884,28000.0,25,nicole wow you are lucky  happy birthday,Positive
40627dfa35,vineri...nimic special sau probabil un alt weekend pierdut...,vineri...nimic special sau probabil un alt weekend pierdut...,neutral,noon,21-30,Somalia,15893222,627340.0,25,vinerinimic special sau probabil un alt weekend pierdut,Positive
c4287c0723,Western Digital Caviar Black 1TB SATA 300 NCQ 32MB on the way...,Western Digital Caviar Black 1TB SATA 300 NCQ 32MB on the way...,neutral,night,31-45,South Africa,59308690,1213090.0,49,western digital caviar black tb sata  ncq mb on the way,Neutral
885cbefb88,"if i make some madeleines, i need to have a bake sale or something. god. boredom needs to = something other than baking","if i make some madeleines, i need to have a bake sale or something. god. boredom needs to = something other than baking",neutral,morning,46-60,South Korea,51269185,97230.0,527,if i make some madeleines i need to have a bake sale or something god boredom needs to  something other than baking,Negative
c7440bb4e0, I want one  wanna give me one? ;),I want one  wanna give me one? ;),neutral,noon,60-70,South Sudan,11193725,610952.0,18,i want one  wanna give me one,Positive
7e15cc078e, ah helping my friend move and will defo be having a well deserved pint after it that`s for sure,well deserved,positive,night,70-100,Spain,46754778,498800.0,94,ah helping my friend move and will defo be having a well deserved pint after it thats for sure,Positive
fcbf31b293,is clamped out...haha,is clamped out...haha,neutral,morning,0-20,Sri Lanka,21413249,62710.0,341,is clamped outhaha,Neutral
bd5405bb27,...And omg whats this dirty letter from Danny everyones been on about? Its absolutely none of my business but I still feel left out lol,feel left out lo,negative,noon,21-30,Sudan,43849260,1765048.0,25,and omg whats this dirty letter from danny everyones been on about its absolutely none of my business but i still feel left out lol,Positive
3016c37350,: ''UB40-'Bring Me Your Cup'''  ? http://blip.fm/~7af72,: ''UB40-'Bring Me Your Cup'''  ? http://blip.fm/~7af72,neutral,night,31-45,Suriname,586632,156000.0,4,ubbring me your cup,Neutral
c14c75e5ab,I wish GM stock would turn around at 80 cents a share I would be willing to buy some...if I knew it would do something,willing,positive,morning,46-60,Sweden,10099265,410340.0,25,i wish gm stock would turn around at  cents a share i would be willing to buy someif i knew it would do something,Positive
00f02e92d6, Thank you - If you like please leave a comment and Subscribe!   Chicago another great musical.  Thanks for your support.,er grea,positive,noon,60-70,Switzerland,8654622,39500.0,219,thank you  if you like please leave a comment and subscribe   chicago another great musical  thanks for your support,Positive
8cf0b7c9ca,"how is it, is it good?  _flora","how is it, is it good?  _flora",neutral,night,70-100,Syria,17500658,183630.0,95,how is it is it good  flora,Positive
e09aac5e8e," TV is shite,thank god for youtube","TV is shite,thank god for youtube",neutral,morning,0-20,Tajikistan,9537645,139960.0,68,tv is shitethank god for youtube,Positive
1cd31b0a4f, anychance you can get matthew to give a shout out to my mum Sarah for mothers day! we saw 'Ghosts from girlfriends past today',anychance you can get matthew to give a shout out to my mum Sarah for mothers day! we saw 'Ghosts from girlfriends past today',neutral,noon,21-30,Tanzania,59734218,885800.0,67,anychance you can get matthew to give a shout out to my mum sarah for mothers day we saw ghosts from girlfriends past today,Neutral
47398d79d5, Absolutely ...,Absolutely ...,neutral,night,31-45,Thailand,69799978,510890.0,137,absolutely,Neutral
289722520f,im well bored  had a great half term and i dont wanna go back to school on monday :`( enjoying the hot weatler lo0l ;),i dont wanna go back to school on monday :`( enjoying the hot weatler lo0l ;),neutral,morning,46-60,Timor-Leste,1318445,14870.0,89,im well bored  had a great half term and i dont wanna go back to school on monday  enjoying the hot weatler lol,Positive
2cba0fdc8f, Likewise. But I don`t know anyone who uses gtalk and the likes so I`m not holding much hope,o I`m not holding much hope,negative,noon,60-70,Togo,8278724,54390.0,152,likewise but i dont know anyone who uses gtalk and the likes so im not holding much hope,Positive
0f2611dd21,"Back @ work, migraine lingering   Can`t wait for the weekend!",migraine lingering,negative,night,70-100,Tonga,105695,720.0,147,back  work migraine lingering   cant wait for the weekend,Neutral
9d15a606c2, You`re gonna wear pink outfits??? I assume she bought it for you,You`re gonna wear pink outfits??? I assume she bought it for you,neutral,morning,0-20,Trinidad and Tobago,1399488,5130.0,273,youre gonna wear pink outfits i assume she bought it for you,Neutral
d0a0422d97,going to look in the refrigerator for a taste snack to eat,taste snack to eat,positive,noon,21-30,Tunisia,11818619,155360.0,76,going to look in the refrigerator for a taste snack to eat,Neutral
14d90ccad1,So treat your Mom`s like Queen`s cuz they are,So treat your Mom`s like Queen`s,positive,night,31-45,Turkey,84339067,770000.0,110,so treat your moms like queens cuz they are,Positive
f79990e681, i wish i had a 12hr nap!!  lets talk rachel into getting one of these now.. lol,i wish i had a 12hr nap!!  lets talk rachel into getting one of these now.. lol,neutral,morning,46-60,Turkmenistan,6031200,469930.0,13,i wish i had a hr nap  lets talk rachel into getting one of these now lol,Positive
5d58d24dff, of course its not coming to boise,not coming,negative,noon,60-70,Tuvalu,11792,30.0,393,of course its not coming to boise,Neutral
a26009679d,My Boss is in Las Vegas on the 14th A.P.P. Conference.......pfff,My Boss is in Las Vegas on the 14th A.P.P. Conference.......pfff,neutral,night,70-100,Uganda,45741007,199810.0,229,my boss is in las vegas on the th app conferencepfff,Neutral
d02b8c6fe5," although, there is drama, move forward, smile, and count your blessings everyday. Your actions speak volumes, sooo inspiring","smile, and count your blessings everyday. Your actions speak volumes, sooo inspiring",positive,morning,0-20,Ukraine,43733762,579320.0,75,although there is drama move forward smile and count your blessings everyday your actions speak volumes sooo inspiring,Positive
dc0e971fa5,"So far absolutely perfect. Great view, directly across from the elevators and ice machine and impecible weather. I need my bike.",perfect.,positive,noon,21-30,United Arab Emirates,9890402,83600.0,118,so far absolutely perfect great view directly across from the elevators and ice machine and impecible weather i need my bike,Positive
b29ac23fe2,"_Rigby Well my neck hurts from moving out  you massage me, i massage u?! lol!","my neck hurts from moving out  you massage me, i massage u?! lol!",neutral,night,31-45,United Kingdom,67886011,241930.0,281,rigby well my neck hurts from moving out  you massage me i massage u lol,Positive
a7725ede5a, tweet often and it`ll draw followers to you,tweet often and it`ll draw followers to you,neutral,morning,46-60,United States of America,331002651,9147420.0,36,tweet often and itll draw followers to you,Neutral
fc0ffcf6b0,_trick It`s all good  The next 6 months are going to be awesome.,good,positive,noon,60-70,Uruguay,3473730,175020.0,20,trick its all good  the next  months are going to be awesome,Positive
1c3ff882cb,http://twitpic.com/67twh - This has never happened before =/ orange blinky lights. I think I`ve broke my battery again,broke,negative,night,70-100,Uzbekistan,33469203,425400.0,79,this has never happened before  orange blinky lights i think ive broke my battery again,Negative
882af56246,"Woke up at 5am. Cleaned camera gear from last nights wedding. Should really go back to sleep, but kids awake.","Woke up at 5am. Cleaned camera gear from last nights wedding. Should really go back to sleep, but kids awake.",neutral,morning,0-20,Vanuatu,307145,12200.0,25,woke up at am cleaned camera gear from last nights wedding should really go back to sleep but kids awake,Neutral
cffd4a4753, LOL yea the fondue is on point... but that Chocolate Lava Cake is what you really want...but I wont be here   Im Mon-Fri babes!,LOL yea the fondue is on point... but that Chocolate Lava Cake is what you really want...but I wont be here   Im Mon-Fri babes!,neutral,noon,21-30,Venezuela,28435940,882050.0,32,lol yea the fondue is on point but that chocolate lava cake is what you really wantbut i wont be here   im monfri babes,Positive
b953afbde0,New phone isn`t syncing with my computer...I need numbers,New phone isn`t syncing with my computer...I need numbers,neutral,night,31-45,Vietnam,97338579,310070.0,314,new phone isnt syncing with my computeri need numbers,Neutral
9cf994a0c3," What makes me sad is when I follow someone I converse with and have similar bios, but they don`t follow me back!",sad,negative,morning,46-60,Yemen,29825964,527970.0,56,what makes me sad is when i follow someone i converse with and have similar bios but they dont follow me back,Negative
3c9a3c53bc,I keep on falling asleep when I`m suppose to be awake. I miss my babyy..,miss,negative,noon,60-70,Zambia,18383955,743390.0,25,i keep on falling asleep when im suppose to be awake i miss my babyy,Negative
fe0573baea, I love #polaroid - such a shame they don`t make the film for it anymore,I love #polaroid - such a shame they don`t make the film for it anymore,neutral,night,70-100,Zimbabwe,14862924,386850.0,38,i love polaroid  such a shame they dont make the film for it anymore,Positive
a8c7169a40,Im so down! The AC in my house just broke,Im so down!,negative,morning,0-20,Afghanistan,38928346,652860.0,60,im so down the ac in my house just broke,Negative
8b33bb8b18," Yes, soak it up for sure. It`s gonna be fast n furious. Only one show this year  More reason to revel in the moment.",More reason to revel,positive,noon,21-30,Albania,2877797,27400.0,105,yes soak it up for sure its gonna be fast n furious only one show this year  more reason to revel in the moment,Positive
febe6cf2df,"Had a great day, apart from the fact that I bought a USB HUB and as soon as I plugged it in, it broke!!!!    **** you Tesco!!!!!!","Had a great day, apart from the fact that I bought a USB HUB and as soon as I plugged it in, it broke!!!!    **** you Tesco!!!!!!",neutral,night,31-45,Algeria,43851044,2381740.0,18,had a great day apart from the fact that i bought a usb hub and as soon as i plugged it in it broke     you tesco,Positive
989f65a4aa,ah remember the days when you`d sleep in until noon? well guess who did that today? god i feel like a loser,loser,negative,morning,46-60,Andorra,77265,470.0,164,ah remember the days when youd sleep in until noon well guess who did that today god i feel like a loser,Positive
9834c18bbd,waitin for some Fall out boy,waitin for some Fall out boy,neutral,noon,60-70,Angola,32866272,1246700.0,26,waitin for some fall out boy,Neutral
a25ccacef6, Her new cd is lovely.,lovely.,positive,night,70-100,Antigua and Barbuda,97929,440.0,223,her new cd is lovely,Positive
fcf6cdc97d,'The weather outside is weather' hahah made me feel better,better,positive,morning,0-20,Argentina,45195774,2736690.0,17,the weather outside is weather hahah made me feel better,Positive
69e76cf5e9,just got home from the sunshine coast,just got home from the sunshine coast,neutral,noon,21-30,Armenia,2963243,28470.0,104,just got home from the sunshine coast,Positive
85ed4ae17e,Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.,Refreshed,positive,night,31-45,Australia,25499884,7682300.0,3,headin homerefreshed my mind and soul justa lil bitbac to reality,Neutral
93c1db2de8,'locked up abroad' makes bein half brown good risk mgmt when travelin 3rd world. i blend. i feel sorry for my hostage magnet white pepo,i feel sorry,negative,morning,46-60,Austria,9006398,82400.0,109,locked up abroad makes bein half brown good risk mgmt when travelin rd world i blend i feel sorry for my hostage magnet white pepo,Positive
cbb03b61b1,_ more than youl ever no ! !! ! !!   ****,_ more than youl ever no ! !! ! !!   ****,neutral,noon,60-70,Azerbaijan,10139177,82658.0,123,more than youl ever no,Negative
fefe14fb2d, hehehehe oh i love the Purate ENglish sooo much,i love the Purate ENglish sooo much,positive,night,70-100,Bahamas,393244,10010.0,39,hehehehe oh i love the purate english sooo much,Positive
3363ec53e8,really not feelin well...,not feelin well...,negative,morning,0-20,Bahrain,1701575,760.0,2239,really not feelin well,Negative
6160c0dfa4, ...hey danny .. did u run already ???    hope you have a good day ;)   i love you !!!!,??    hope you have a good day ;)   i love,positive,noon,21-30,Bangladesh,164689383,130170.0,1265,hey danny  did u run already     hope you have a good day    i love you,Positive
7f59b000cd,  what`s going on ?,what`s going on,neutral,night,31-45,Barbados,287375,430.0,668,whats going on,Neutral
41fe669716," I was, I took your advice and it was most enjoyable  I am too small to be out alone or I would`ve just come over lol","I was, I took your advice and it was most enjoyable  I am too small to be out alone or I would`ve just come over lol",positive,morning,46-60,Belarus,9449323,202910.0,47,i was i took your advice and it was most enjoyable  i am too small to be out alone or i wouldve just come over lol,Positive
45a2bfdfbe, hey  what`s up?,hey  what`s up?,neutral,noon,60-70,Belgium,11589623,30280.0,383,hey  whats up,Neutral
a3c243c2d1, pooof .nirvana. Did that work?  http://myloc.me/tDl,pooof .nirvana. Did that work?  http://myloc.me/tDl,neutral,night,70-100,Belize,397628,22810.0,17,pooof nirvana did that work,Neutral
740d0ca58b,Just got back from baby sitting. It went well.,It went well.,positive,morning,0-20,Benin,12123200,112760.0,108,just got back from baby sitting it went well,Positive
580be51816," Yeah I`ve been going there for the last month!!  SO amaaaazing, I`ll bring some back for you",O amaaaazing,positive,noon,21-30,Bhutan,771608,38100.0,20,yeah ive been going there for the last month  so amaaaazing ill bring some back for you,Negative
9fcb8f7e23, Oh I had lots put on my desk during those years  I guess if they`ve done it to you then it would be ok to do it back lol,ck lol,positive,night,31-45,Bolivia,11673021,1083300.0,11,oh i had lots put on my desk during those years  i guess if theyve done it to you then it would be ok to do it back lol,Positive
7359af6ab7, aw. wasn`**** sad?! give ginger a little pat on the head for me!  mwah!,aw. wasn`**** sad?!,negative,morning,46-60,Bosnia and Herzegovina,3280819,51000.0,64,aw wasn sad give ginger a little pat on the head for me  mwah,Positive
72658e4297," You might have too. One of them accused you guys to being 'One Sided' on the issue. They`re getting way, way out of hand.",way out of hand.,negative,noon,60-70,Botswana,2351627,566730.0,4,you might have too one of them accused you guys to being one sided on the issue theyre getting way way out of hand,Positive
cc0945a961, alredy had my chocolate  it is impossible to resist ;),it is impossible to resist ;),positive,night,70-100,Brazil,212559417,8358140.0,25,alredy had my chocolate  it is impossible to resist,Neutral
62ba17ea78,Feeling nauseous and can`t sleep.,nauseous,negative,morning,0-20,Brunei,437479,5270.0,83,feeling nauseous and cant sleep,Positive
f254f7b8ff,is super stressed!,is super stressed!,negative,noon,21-30,Bulgaria,6948445,108560.0,64,is super stressed,Positive
20d7cb2f69, Have you managed to breathe since getting the news?,Have you managed to breathe since getting the news?,negative,night,31-45,Burkina Faso,20903273,273600.0,76,have you managed to breathe since getting the news,Neutral
5c4100c5ac,"Ugh, I hate 90 degree weather",hate 90,negative,morning,46-60,Burundi,11890784,25680.0,463,ugh i hate  degree weather,Negative
ab5ba9f9bc,"Oh hey, look, North Korea are going to kill us all; or at least some of us.",kill,negative,noon,60-70,Côte d'Ivoire,26378274,318000.0,83,oh hey look north korea are going to kill us all or at least some of us,Negative
35c63b8c01,i just had the weirdest dream ever and can`t see because owi credo is too brighi. But i hate guys,i just had the weirdest dream ever and can`t see because owi credo is too brighi. But i hate guys,negative,night,70-100,Cabo Verde,555987,4030.0,138,i just had the weirdest dream ever and cant see because owi credo is too brighi but i hate guys,Negative
05d5943c37," Happy Birthday, David","Happy Birthday, David",positive,morning,0-20,Cambodia,16718965,176520.0,95,happy birthday david,Positive
8b59637d49,"just finished some Sunday cleaning, waiting to read the next chapter of Kiyosaki`s book so i can hire a cleaner","just finished some Sunday cleaning, waiting to read the next chapter of Kiyosaki`s book so i can hire a cleaner",neutral,noon,21-30,Cameroon,26545863,472710.0,56,just finished some sunday cleaning waiting to read the next chapter of kiyosakis book so i can hire a cleaner,Positive
0209c8b5e1, How about SUSE?,How about SUSE?,neutral,night,31-45,Canada,37742154,9093510.0,4,how about suse,Neutral
585789af1f,I`m surrounded by negativity good thing there is a Fly Guy to give me hope that there is something better  thank u Jesus,I`m surrounded by negativity good thing there is a Fly Guy to give me hope that there is something better  thank u Jesus,neutral,morning,46-60,Central African Republic,4829767,622980.0,8,im surrounded by negativity good thing there is a fly guy to give me hope that there is something better  thank u jesus,Positive
c00d3028ce,"I think I messed up my back, its been like this all day",messed,negative,noon,60-70,Chad,16425864,1259200.0,13,i think i messed up my back its been like this all day,Neutral
b8db2068c6,Is @ the pantry,Is @ the pantry,neutral,night,70-100,Chile,19116201,743532.0,26,is  the pantry,Neutral
5a9c1c43a8,the commies at their finest: youtube and blogger are blocked in china. no updates from us while we are in china.  but GREAT WALL CONQUERED,GREAT,positive,morning,0-20,China,1439323776,9388211.0,153,the commies at their finest youtube and blogger are blocked in china no updates from us while we are in china  but great wall conquered,Positive
cbad357004, awww  don`t do this to meee haha now you`re gonna make me saddd,awww  don`t do this to meee haha now you`re gonna make me saddd,neutral,noon,21-30,Colombia,50882891,1109500.0,46,awww  dont do this to meee haha now youre gonna make me saddd,Positive
76b266450c,"_you Ah! Haha that`s exciting. If I ever come to Australia we are definitely gonna have a movie night, FYI",exciting.,positive,night,31-45,Comoros,869601,1861.0,467,you ah haha thats exciting if i ever come to australia we are definitely gonna have a movie night fyi,Positive
603e46a944, trouble is i don`t think any of this is helping my wrists.,trouble,negative,morning,46-60,Congo (Congo-Brazzaville),5518087,342000.0,16,trouble is i dont think any of this is helping my wrists,Negative
7a8d534640,It`s the start of a new week with tons of new photos to take and edit  Yay!!,It`s the start of a new week with tons of new photos to take and edit  Yay!!,neutral,noon,60-70,Costa Rica,5094118,51060.0,100,its the start of a new week with tons of new photos to take and edit  yay,Positive
31949130ca, so early??,so early??,neutral,night,70-100,Croatia,4105267,55960.0,73,so early,Neutral
e75176dc77,"Think it may be time for a  lemsip soon, having a cold really sucks",sucks,negative,morning,0-20,Cuba,11326616,106440.0,106,think it may be time for a  lemsip soon having a cold really sucks,Negative
